date,period,rank,title,media_type,genres,open_year,is_new,delta,providers,content_key,url
2026-07-14,일간,88,극장판 귀멸의 칼날: 무한성편,,,,False,-11,"넷플릭스,티빙",,
2026-07-14,일간,89,미녀와 야수,,,,True,0,"쿠팡플레이,디즈니+",,
2026-07-14,일간,90,바바라,,,,False,-9,"티빙,웨이브,왓챠",,
2026-07-14,일간,91,아이 인 더 스카이,,,,True,0,"티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-14,일간,92,피아니스트,,,,True,0,,,
2026-07-14,일간,93,남태령,,,,True,0,,,
2026-07-14,일간,94,톰과 제리,,,,True,0,디즈니+,,
2026-07-14,일간,95,과속스캔들,,,,False,-1,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-14,일간,96,아이즈 와이드 셧,,,,False,-3,"쿠팡플레이,웨이브,디즈니+",,
2026-07-14,일간,97,메트로폴리탄 라이드,,,,False,-22,넷플릭스,,
2026-07-14,일간,98,수어사이드 스쿼드,,,,False,-1,"쿠팡플레이,웨이브,디즈니+",,
2026-07-14,일간,99,친구 2,,,,True,0,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-14,일간,100,더 울프 오브 월 스트리트,,,,False,4,"티빙,쿠팡플레이,왓챠",,
2026-07-15,일간,1,김부장,,,,False,0,넷플릭스,,
2026-07-15,일간,2,호프,,,,False,1,,,
2026-07-15,일간,3,결혼의 완성,,,,False,-1,,,
2026-07-15,일간,4,그대에게 드림,,,,False,15,티빙,,
2026-07-15,일간,5,아파트,,,,False,0,넷플릭스,,
2026-07-15,일간,6,내일도 출근!,,,,False,10,"티빙,웨이브",,
2026-07-15,일간,7,눈동자,,,,False,-3,,,
2026-07-15,일간,8,군체,,,,False,0,,,
2026-07-15,일간,9,토이 스토리 5,,,,False,-3,,,
2026-07-15,일간,10,모아나,,,,False,-3,,,
2026-07-15,일간,11,동궁,,,,False,2,넷플릭스,,
2026-07-15,일간,12,모태솔로지만 연애는 하고 싶어 시즌 2,,,,False,-3,넷플릭스,,
2026-07-15,일간,13,킬러들의 쇼핑몰,,,,False,-2,,,
2026-07-15,일간,14,와일드 씽,,,,False,-4,,,
2026-07-15,일간,15,참교육,,,,False,2,넷플릭스,,
2026-07-15,일간,16,맨 끝줄 소년,,,,False,-2,넷플릭스,,
2026-07-15,일간,17,신입사원 강회장,,,,False,-5,티빙,,
2026-07-15,일간,18,가스인간,,,,False,0,넷플릭스,,
2026-07-15,일간,19,마티 슈프림,,,,False,-4,,,
2026-07-15,일간,20,하트시그널5,,,,False,4,티빙,,
2026-07-15,일간,21,도깨비 10주년 여행,,,,True,0,티빙,,
2026-07-15,일간,22,하나코리아,,,,False,-1,,,
2026-07-15,일간,23,왕과 사는 남자,,,,False,-1,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,24,멋진 신세계,,,,False,-1,넷플릭스,,
2026-07-15,일간,25,오싹한 연애,,,,False,0,"넷플릭스,티빙",,
2026-07-15,일간,26,원정빌라,,,,False,-6,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,27,비키퍼,,,,False,9,"넷플릭스,웨이브,디즈니+",,
2026-07-15,일간,28,사람과 고기,,,,False,1,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,29,그린랜드 2: 마이그레이션,,,,False,-3,,,
2026-07-15,일간,30,백룸,,,,False,-2,,,
2026-07-15,일간,31,다윗,,,,False,-1,,,
2026-07-15,일간,32,프로젝트 헤일메리,,,,False,2,디즈니+,,
2026-07-15,일간,33,이런 엿 같은 사랑,,,,False,-6,넷플릭스,,
2026-07-15,일간,34,유부녀 킬러,,,,False,-2,쿠팡플레이,,
2026-07-15,일간,35,짝사랑 세계,,,,False,-4,,,
2026-07-15,일간,36,노트북,,,,False,3,"쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,37,레디 오어 낫: 죽음의 숨바꼭질,,,,False,-4,,,
2026-07-15,일간,38,취사병 전설이 되다,,,,False,0,티빙,,
2026-07-15,일간,39,최애의 사원,,,,False,1,"티빙,웨이브",,
2026-07-15,일간,40,극장판 도라에몽: 신 진구의 해저비밀성,,,,False,-5,,,
2026-07-15,일간,41,한란,,,,False,-4,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,42,블랙 박스,,,,True,0,,,
2026-07-15,일간,43,시크릿 에이전트,,,,False,3,,,
2026-07-15,일간,44,쇼생크 탈출,,,,True,0,"쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,45,허수아비,,,,False,0,티빙,,
2026-07-15,일간,46,디스클로저 데이,,,,False,-2,,,
2026-07-15,일간,47,극장판 암살교실 모두의 시간,,,,False,-5,,,
2026-07-15,일간,48,비긴 어게인,,,,False,-5,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,49,슈퍼걸,,,,False,4,,,
2026-07-15,일간,50,싱 스트리트,,,,False,-9,,,
2026-07-15,일간,51,날씨의 아이,,,,False,-3,"쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,52,검사실의 제안,,,,True,0,웨이브,,
2026-07-15,일간,53,세계의 주인,,,,False,-6,"넷플릭스,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,54,암살교실,,,,False,-4,"쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,55,마이클,,,,False,-1,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,56,어쩔수가없다,,,,False,0,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,57,훌라걸스,,,,False,-6,,,
2026-07-15,일간,58,디어 마이 히어로,,,,False,0,,,
2026-07-15,일간,59,우주떡집,,,,False,5,티빙,,
2026-07-15,일간,60,피아노,,,,False,2,"티빙,웨이브,왓챠",,
2026-07-15,일간,61,해피엔드,,,,False,-9,"쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,62,옵세션,,,,False,1,,,
2026-07-15,일간,63,악마는 프라다를 입는다 2,,,,False,-3,"쿠팡플레이,디즈니+",,
2026-07-15,일간,65,마들렌,,,,False,2,"티빙,웨이브,왓챠",,
2026-07-15,일간,66,클립,,,,True,0,"티빙,쿠팡플레이,왓챠",,
2026-07-15,일간,67,퍼펙트 데이즈,,,,True,0,"넷플릭스,쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,68,회로,,,,False,-7,,,
2026-07-15,일간,69,비포 선라이즈,,,,False,17,"쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,70,지금 불륜이 문제가 아닙니다,,,,False,-5,쿠팡플레이,,
2026-07-15,일간,71,원더풀 고스트,,,,False,0,"티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,72,큐어,,,,False,26,쿠팡플레이,,
2026-07-15,일간,73,슈퍼 뒤에서 담배 피우는 두 사람,,,,True,0,넷플릭스,,
2026-07-15,일간,74,언더톤,,,,True,0,"넷플릭스,쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,75,원 배틀 애프터 어나더,,,,False,-3,"쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,76,이반리 장만옥,,,,True,0,,,
2026-07-15,일간,77,신빨토크쇼 귀묘한 이야기 2,,,,False,44,"티빙,웨이브,왓챠",,
2026-07-15,일간,78,만달로리안과 그로구,,,,False,-2,,,
2026-07-15,일간,79,트루먼 쇼,,,,True,0,"넷플릭스,쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,80,월남보살,,,,False,-14,넷플릭스,,
2026-07-15,일간,81,은하,,,,False,-3,"티빙,웨이브,디즈니+,왓챠",,
2026-07-15,일간,82,시간추적자 설록,,,,False,26,,,
2026-07-15,일간,83,국가대표,,,,False,-9,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,84,T셔츠가 마를 때까지,,,,False,-5,넷플릭스,,
2026-07-15,일간,85,척의 일생,,,,False,-3,쿠팡플레이,,
2026-07-15,일간,86,양들의 침묵,,,,True,0,,,
2026-07-15,일간,87,정동원 팬콘서트 필름 : 다시 만나는 길,,,,False,-3,,,
2026-07-15,일간,88,극장판 귀멸의 칼날: 무한성편,,,,False,-11,"넷플릭스,티빙",,
2026-07-15,일간,89,미녀와 야수,,,,True,0,"쿠팡플레이,디즈니+",,
2026-07-15,일간,90,바바라,,,,False,-9,"티빙,웨이브,왓챠",,
2026-07-15,일간,91,아이 인 더 스카이,,,,True,0,"티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,92,피아니스트,,,,True,0,,,
2026-07-15,일간,93,남태령,,,,True,0,,,
2026-07-15,일간,94,톰과 제리,,,,True,0,디즈니+,,
2026-07-15,일간,95,과속스캔들,,,,False,-1,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-15,일간,96,아이즈 와이드 셧,,,,False,-3,"쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,97,메트로폴리탄 라이드,,,,False,-22,넷플릭스,,
2026-07-15,일간,98,수어사이드 스쿼드,,,,False,-1,"쿠팡플레이,웨이브,디즈니+",,
2026-07-15,일간,99,친구 2,,,,True,0,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-15,일간,100,더 울프 오브 월 스트리트,,,,False,4,"티빙,쿠팡플레이,왓챠",,
2026-07-16,일간,1,김부장,,,,False,0,넷플릭스,,
2026-07-16,일간,2,호프,,,,False,0,,,
2026-07-16,일간,3,그대에게 드림,,,,False,1,티빙,,
2026-07-16,일간,4,내일도 출근!,,,,False,2,"티빙,웨이브",,
2026-07-16,일간,5,결혼의 완성,,,,False,-2,,,
2026-07-16,일간,6,아파트,,,,False,-1,넷플릭스,,
2026-07-16,일간,7,모태솔로지만 연애는 하고 싶어 시즌 2,,,,False,5,넷플릭스,,
2026-07-16,일간,8,군체,,,,False,0,,,
2026-07-16,일간,9,하트시그널5,,,,False,11,티빙,,
2026-07-16,일간,10,눈동자,,,,False,-3,,,
2026-07-16,일간,11,토이 스토리 5,,,,False,-2,,,
2026-07-16,일간,12,모아나,,,,False,-2,,,
2026-07-16,일간,13,동궁,,,,False,-2,넷플릭스,,
2026-07-16,일간,14,킬러들의 쇼핑몰,,,,False,-1,,,
2026-07-16,일간,15,와일드 씽,,,,False,-1,넷플릭스,,
2026-07-16,일간,16,맨 끝줄 소년,,,,False,0,넷플릭스,,
2026-07-16,일간,17,참교육,,,,False,-2,넷플릭스,,
2026-07-16,일간,18,가스인간,,,,False,0,넷플릭스,,
2026-07-16,일간,19,신입사원 강회장,,,,False,-2,티빙,,
2026-07-16,일간,20,마티 슈프림,,,,False,-1,,,
2026-07-16,일간,21,오싹한 연애,,,,False,4,"넷플릭스,티빙",,
2026-07-16,일간,22,비키퍼,,,,False,5,"넷플릭스,웨이브,디즈니+",,
2026-07-16,일간,23,왕과 사는 남자,,,,False,0,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,24,하나코리아,,,,False,-2,,,
2026-07-16,일간,25,멋진 신세계,,,,False,-1,넷플릭스,,
2026-07-16,일간,26,그린랜드 2: 마이그레이션,,,,False,3,,,
2026-07-16,일간,27,도깨비 10주년 여행,,,,False,-6,티빙,,
2026-07-16,일간,28,백룸,,,,False,2,,,
2026-07-16,일간,29,사람과 고기,,,,False,-1,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,30,원정빌라,,,,False,-4,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,31,다윗,,,,False,0,,,
2026-07-16,일간,32,프로젝트 헤일메리,,,,False,0,디즈니+,,
2026-07-16,일간,33,노트북,,,,False,3,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,34,최애의 사원,,,,False,5,"티빙,웨이브",,
2026-07-16,일간,35,유부녀 킬러,,,,False,-1,쿠팡플레이,,
2026-07-16,일간,36,짝사랑 세계,,,,False,-1,,,
2026-07-16,일간,37,취사병 전설이 되다,,,,False,1,티빙,,
2026-07-16,일간,38,지금 불륜이 문제가 아닙니다,,,,False,32,쿠팡플레이,,
2026-07-16,일간,39,살목지,,,,True,0,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,40,이런 엿 같은 사랑,,,,False,-7,넷플릭스,,
2026-07-16,일간,41,레디 오어 낫: 죽음의 숨바꼭질,,,,False,-4,,,
2026-07-16,일간,42,한란,,,,False,-1,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,43,극장판 도라에몽: 신 진구의 해저비밀성,,,,False,-3,,,
2026-07-16,일간,44,블랙 박스,,,,False,-2,,,
2026-07-16,일간,45,태양의 후예,,,,True,0,"쿠팡플레이,웨이브",,
2026-07-16,일간,46,허수아비,,,,False,-1,티빙,,
2026-07-16,일간,47,주술회전,,,,True,0,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,48,시크릿 에이전트,,,,False,-5,,,
2026-07-16,일간,49,마이클,,,,False,6,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,50,슈퍼걸,,,,False,-1,,,
2026-07-16,일간,51,비긴 어게인,,,,False,-3,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,52,이클립스,,,,True,0,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,53,극장판 암살교실 모두의 시간,,,,False,-6,,,
2026-07-16,일간,54,세계의 주인,,,,False,-1,"넷플릭스,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,55,어쩔수가없다,,,,False,1,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,56,날씨의 아이,,,,False,-5,"쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,57,싱 스트리트,,,,False,-7,,,
2026-07-16,일간,58,쇼생크 탈출,,,,False,-14,"넷플릭스,쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,59,암살교실,,,,False,-5,"쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,60,짱구는 못말려 1기,,,,True,0,,,
2026-07-16,일간,61,훌라걸스,,,,False,-4,,,
2026-07-16,일간,62,우주떡집,,,,False,-3,티빙,,
2026-07-16,일간,63,클립,,,,False,3,"티빙,쿠팡플레이,왓챠",,
2026-07-16,일간,64,피아노,,,,False,-4,"티빙,웨이브,왓챠",,
2026-07-16,일간,65,악마는 프라다를 입는다 2,,,,False,-2,"쿠팡플레이,디즈니+",,
2026-07-16,일간,66,디어 마이 히어로,,,,False,-8,,,
2026-07-16,일간,67,옵세션,,,,False,-5,,,
2026-07-16,일간,68,해피엔드,,,,False,-7,"쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,69,겟 아웃,,,,True,0,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,71,큐어,,,,False,1,쿠팡플레이,,
2026-07-16,일간,72,소리없이 나빌레라,,,,True,0,,,
2026-07-16,일간,73,원 배틀 애프터 어나더,,,,False,2,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,74,슈퍼 뒤에서 담배 피우는 두 사람,,,,False,-1,넷플릭스,,
2026-07-16,일간,75,비포 선라이즈,,,,False,-6,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,76,방과후 설렘,,,,True,0,웨이브,,
2026-07-16,일간,77,키퍼,,,,True,0,,,
2026-07-16,일간,78,극장판 귀멸의 칼날: 무한성편,,,,False,10,"넷플릭스,티빙",,
2026-07-16,일간,79,회로,,,,False,-11,,,
2026-07-16,일간,80,룩백,,,,True,0,,,
2026-07-16,일간,81,만달로리안과 그로구,,,,False,-3,,,
2026-07-16,일간,82,슈퍼 마리오 갤럭시,,,,True,0,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,83,월남보살,,,,False,-3,넷플릭스,,
2026-07-16,일간,84,드림 애니멀즈: 더무비,,,,True,0,,,
2026-07-16,일간,85,T셔츠가 마를 때까지,,,,False,-1,넷플릭스,,
2026-07-16,일간,86,더 울프 오브 월 스트리트,,,,False,14,"티빙,쿠팡플레이,왓챠",,
2026-07-16,일간,87,현상수배,,,,True,0,"쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,88,은하,,,,False,-7,"티빙,웨이브,디즈니+,왓챠",,
2026-07-16,일간,89,노팅 힐,,,,True,0,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-16,일간,90,척의 일생,,,,False,-5,쿠팡플레이,,
2026-07-16,일간,91,국가대표,,,,False,-8,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,92,원더풀 고스트,,,,False,-21,"티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-16,일간,93,괴담 레스토랑,,,,True,0,,,
2026-07-16,일간,94,엽기적인 그녀,,,,True,0,"넷플릭스,왓챠",,
2026-07-16,일간,95,아이즈 와이드 셧,,,,False,1,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,96,바바라,,,,False,-6,"티빙,웨이브,왓챠",,
2026-07-16,일간,97,피아니스트,,,,False,-5,,,
2026-07-16,일간,98,스피드,,,,True,0,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,99,리 크로닌의 미이라,,,,True,0,"쿠팡플레이,웨이브,디즈니+",,
2026-07-16,일간,100,수어사이드 스쿼드,,,,False,-2,"쿠팡플레이,웨이브,디즈니+",,
2026-07-17,일간,1,호프,,,,False,1,,,
2026-07-17,일간,2,김부장,,,,False,-1,넷플릭스,,
2026-07-17,일간,3,그대에게 드림,,,,False,0,티빙,,
2026-07-17,일간,4,내일도 출근!,,,,False,0,"티빙,웨이브",,
2026-07-17,일간,5,군체,,,,False,3,,,
2026-07-17,일간,6,하트시그널5,,,,False,3,티빙,,
2026-07-17,일간,7,아파트,,,,False,-1,넷플릭스,,
2026-07-17,일간,8,모태솔로지만 연애는 하고 싶어 시즌 2,,,,False,-1,넷플릭스,,
2026-07-17,일간,9,눈동자,,,,False,1,,,
2026-07-17,일간,10,결혼의 완성,,,,False,-5,,,
2026-07-17,일간,11,동궁,,,,False,2,넷플릭스,,
2026-07-17,일간,12,토이 스토리 5,,,,False,-1,,,
2026-07-17,일간,13,모아나,,,,False,-1,,,
2026-07-17,일간,14,킬러들의 쇼핑몰,,,,False,0,,,
2026-07-17,일간,15,와일드 씽,,,,False,0,넷플릭스,,
2026-07-17,일간,16,마티 슈프림,,,,False,4,,,
2026-07-17,일간,17,맨 끝줄 소년,,,,False,-1,넷플릭스,,
2026-07-17,일간,18,참교육,,,,False,-1,넷플릭스,,
2026-07-17,일간,19,가스인간,,,,False,-1,넷플릭스,,
2026-07-17,일간,20,신입사원 강회장,,,,False,-1,티빙,,
2026-07-17,일간,21,왕과 사는 남자,,,,False,2,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,22,하나코리아,,,,False,2,,,
2026-07-17,일간,23,비키퍼,,,,False,-1,"넷플릭스,웨이브,디즈니+",,
2026-07-17,일간,24,오싹한 연애,,,,False,-3,"넷플릭스,티빙",,
2026-07-17,일간,25,백룸,,,,False,3,,,
2026-07-17,일간,26,멋진 신세계,,,,False,-1,넷플릭스,,
2026-07-17,일간,27,그린랜드 2: 마이그레이션,,,,False,-1,,,
2026-07-17,일간,28,도깨비 10주년 여행,,,,False,-1,티빙,,
2026-07-17,일간,29,콰이어트 플레이스: 첫째 날,,,,True,0,"넷플릭스,쿠팡플레이,웨이브,디즈니+",,
2026-07-17,일간,30,사람과 고기,,,,False,-1,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,31,다윗,,,,False,0,,,
2026-07-17,일간,32,노트북,,,,False,1,"쿠팡플레이,웨이브,디즈니+",,
2026-07-17,일간,33,프로젝트 헤일메리,,,,False,-1,디즈니+,,
2026-07-17,일간,34,원정빌라,,,,False,-4,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,35,살목지,,,,False,4,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,36,우주떡집,,,,False,26,티빙,,
2026-07-17,일간,37,황해,,,,True,0,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,38,태양의 후예,,,,False,7,"쿠팡플레이,웨이브",,
2026-07-17,일간,39,최애의 사원,,,,False,-5,"티빙,웨이브",,
2026-07-17,일간,40,유부녀 킬러,,,,False,-5,쿠팡플레이,,
2026-07-17,일간,41,취사병 전설이 되다,,,,False,-4,티빙,,
2026-07-17,일간,42,극장판 도라에몽: 신 진구의 해저비밀성,,,,False,1,,,
2026-07-17,일간,43,블랙 박스,,,,False,1,,,
2026-07-17,일간,44,어쩔수가없다,,,,False,11,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,45,지금 불륜이 문제가 아닙니다,,,,False,-7,쿠팡플레이,,
2026-07-17,일간,46,짝사랑 세계,,,,False,-10,,,
2026-07-17,일간,47,주술회전,,,,False,0,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,48,허수아비,,,,False,-2,티빙,,
2026-07-17,일간,49,한란,,,,False,-7,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,50,이런 엿 같은 사랑,,,,False,-10,넷플릭스,,
2026-07-17,일간,51,레디 오어 낫: 죽음의 숨바꼭질,,,,False,-10,,,
2026-07-17,일간,52,극장판 암살교실 모두의 시간,,,,False,1,,,
2026-07-17,일간,53,시크릿 에이전트,,,,False,-5,,,
2026-07-17,일간,54,이클립스,,,,False,-2,"쿠팡플레이,웨이브,디즈니+",,
2026-07-17,일간,55,마이클,,,,False,-6,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,56,비긴 어게인,,,,False,-5,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,57,괴물,,,,True,0,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,58,슈퍼걸,,,,False,-8,,,
2026-07-17,일간,59,세계의 주인,,,,False,-5,"넷플릭스,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,60,쇼생크 탈출,,,,False,-2,"넷플릭스,쿠팡플레이,웨이브,디즈니+",,
2026-07-17,일간,61,날씨의 아이,,,,False,-5,"쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,62,지구 최후의 여자,,,,True,0,,,
2026-07-17,일간,63,심야괴담회 시즌 6,,,,True,0,"웨이브,왓챠",,
2026-07-17,일간,64,노스페라투,,,,True,0,왓챠,,
2026-07-17,일간,65,호퍼스,,,,True,0,"쿠팡플레이,디즈니+",,
2026-07-17,일간,66,싱 스트리트,,,,False,-9,,,
2026-07-17,일간,67,훌라걸스,,,,False,-6,,,
2026-07-17,일간,68,클립,,,,False,-5,"티빙,쿠팡플레이,왓챠",,
2026-07-17,일간,69,큐어,,,,False,2,쿠팡플레이,,
2026-07-17,일간,70,피아노,,,,False,-6,"티빙,웨이브,왓챠",,
2026-07-17,일간,71,더 웨일,,,,True,0,"넷플릭스,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,72,상자 속의 양,,,,True,0,,,
2026-07-17,일간,74,검은 사제들,,,,True,0,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,75,월남보살,,,,False,8,넷플릭스,,
2026-07-17,일간,76,드림 애니멀즈: 더무비,,,,False,8,,,
2026-07-17,일간,77,옵세션,,,,False,-10,,,
2026-07-17,일간,78,극장판 귀멸의 칼날: 무한성편,,,,False,0,"넷플릭스,티빙",,
2026-07-17,일간,80,열쇠,,,,True,0,,,
2026-07-17,일간,81,가능주의자,,,,True,0,,,
2026-07-17,일간,82,빛나는 TV를 보았다,,,,True,0,넷플릭스,,
2026-07-17,일간,83,해피엔드,,,,False,-15,"쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,84,슈퍼 마리오 갤럭시,,,,False,-2,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,85,슈퍼 뒤에서 담배 피우는 두 사람,,,,False,-11,넷플릭스,,
2026-07-17,일간,86,회로,,,,False,-7,,,
2026-07-17,일간,87,사랑과 경멸,,,,True,0,,,
2026-07-17,일간,88,키퍼,,,,False,-11,,,
2026-07-17,일간,89,악마는 프라다를 입는다 2,,,,False,-24,"쿠팡플레이,디즈니+",,
2026-07-17,일간,90,이반리 장만옥,,,,True,0,,,
2026-07-17,일간,91,워터 디바이너,,,,True,0,"티빙,웨이브,왓챠",,
2026-07-17,일간,92,감사합니다,,,,True,0,"넷플릭스,티빙,웨이브",,
2026-07-17,일간,93,T셔츠가 마를 때까지,,,,False,-8,넷플릭스,,
2026-07-17,일간,94,퍼시픽션,,,,True,0,,,
2026-07-17,일간,95,국가대표,,,,False,-4,"넷플릭스,티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,96,척의 일생,,,,False,-6,쿠팡플레이,,
2026-07-17,일간,97,아이 인 더 스카이,,,,False,13,"티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,98,브루탈리스트,,,,False,16,"넷플릭스,쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-17,일간,99,이름없는 새,,,,True,0,"티빙,쿠팡플레이,웨이브,왓챠",,
2026-07-17,일간,100,고 녀석 맛나겠다,,,,False,13,웨이브,,
2026-07-18,일간,1,호프,,,,False,0,,,
2026-07-18,일간,2,그대에게 드림,,,,False,1,티빙,,
2026-07-18,일간,3,김부장,,,,False,-1,넷플릭스,,
2026-07-18,일간,4,내일도 출근!,,,,False,0,"티빙,웨이브",,
2026-07-18,일간,5,하트시그널5,,,,False,1,티빙,,
2026-07-18,일간,6,군체,,,,False,-1,,,
2026-07-18,일간,7,결혼의 완성,,,,False,3,,,
2026-07-18,일간,8,동궁,,,,False,3,넷플릭스,,
2026-07-18,일간,9,아파트,,,,False,-2,넷플릭스,,
2026-07-18,일간,10,눈동자,,,,False,-1,,,
2026-07-18,일간,11,모태솔로지만 연애는 하고 싶어 시즌 2,,,,False,-3,넷플릭스,,
2026-07-18,일간,12,토이 스토리 5,,,,False,0,,,
2026-07-18,일간,13,모아나,,,,False,0,,,
2026-07-18,일간,14,킬러들의 쇼핑몰,,,,False,0,,,
2026-07-18,일간,15,와일드 씽,,,,False,0,넷플릭스,,
2026-07-18,일간,16,맨 끝줄 소년,,,,False,1,넷플릭스,,
2026-07-18,일간,17,참교육,,,,False,1,넷플릭스,,
2026-07-18,일간,18,마티 슈프림,,,,False,-2,,,
2026-07-18,일간,19,미니언즈 & 몬스터즈,,,,True,0,,,
2026-07-18,일간,20,가스인간,,,,False,-1,넷플릭스,,
2026-07-18,일간,21,신입사원 강회장,,,,False,-1,티빙,,
2026-07-18,일간,22,왕과 사는 남자,,,,False,-1,"쿠팡플레이,웨이브,디즈니+,왓챠",,
2026-07-18,일간,23,오싹한 연애,,,,False,1,"넷플릭스,티빙",,
2026-07-18,일간,24,하나코리아,,,,False,-2,,,
2026-07-18,일간,25,비키퍼,,,,False,-2,"넷플릭스,웨이브,디즈니+",,
2026-07-18,일간,26,멋진 신세계,,,,False,0,넷플릭스,,
2026-07-18,일간,27,백룸,,,,False,-2,,,
2026-07-18,일간,28,도깨비 10주년 여행,,,,False,0,티빙,,
2026-07-18,일간,29,사람과 고기,,,,False,1,"넷플릭스,티빙,쿠팡플레이,웨이브,디즈니+,왓챠",,
